label_ID,x_nm,y_nm,oligomer_ID
349,2124.9,541.09,118
350,2124.9,541.09,118
351,2129.8,611.64,118
352,2129.8,611.64,118
353,2138.4,3143.6,83
354,2138.4,3143.6,83
355,2143.7,6603.7,33
356,2143.7,6603.7,33
357,2153.3,3074.5,83
358,2153.3,3074.5,83
359,2162.6,573.92,118
360,2162.6,573.92,118
361,2167.3,2441.4,210
362,2167.3,2441.4,210
363,2176.8,6566.2,33
364,2176.8,6566.2,33
365,2180.4,3116.5,83
366,2180.4,3116.5,83
367,2181.3,6636.7,33
368,2181.3,6636.7,33
369,2195.1,2394.3,182
370,2195.1,2394.3,182
371,2202.6,2476.8,210
372,2202.6,2476.8,210
373,2202.8,2406.1,210
374,2202.8,2406.1,210
375,2209,35.373,250
376,2209,35.373,250
377,2214.3,6599.2,33
378,2214.3,6599.2,33
379,2219.1,2350.4,182
380,2219.1,2350.4,182
381,2219.2,-13.576,250
382,2219.2,-13.576,250
383,2238,2441.6,210
384,2238,2441.6,210
385,2238.9,2418.3,182
386,2238.9,2418.3,182
387,2245.3,348.3,224
388,2245.3,348.3,224
389,2252.3,397.82,224
390,2252.3,397.82,224
391,2257.9,45.571,250
392,2257.9,45.571,250
393,2262.9,2374.4,182
394,2262.9,2374.4,182
395,2268.1,-3.3777,250
396,2268.1,-3.3777,250
397,2294.9,341.37,224
398,2294.9,341.37,224
399,2301.8,390.89,224
400,2301.8,390.89,224
401,2380,7241.1,185
402,2380,7241.1,185
403,2395.5,7288.7,185
404,2395.5,7288.7,185
405,2399.4,2101,169
406,2399.4,2101,169
407,2400.5,2051,169
408,2400.5,2051,169
409,2406,399.46,12
410,2406,399.46,12
411,2427.5,7225.6,185
412,2427.5,7225.6,185
413,2434.9,1271.5,217
414,2434.9,1271.5,217
415,2436.2,359.65,12
416,2436.2,359.65,12
417,2439.2,9360,61
418,2439.2,9360,61
419,2443,7273.1,185
420,2443,7273.1,185
421,2445.8,429.71,12
422,2445.8,429.71,12
423,2449.4,2102.1,169
424,2449.4,2102.1,169
425,2449.5,1319.3,217
426,2449.5,1319.3,217
427,2450.4,2052.1,169
428,2450.4,2052.1,169
429,2458,9313.7,61
430,2458,9313.7,61
431,2459.4,3534.8,13
432,2459.4,3534.8,13
433,2476,389.9,12
434,2476,389.9,12
435,2482.7,1256.8,217
436,2482.7,1256.8,217
437,2485,4658.8,38
438,2485,4658.8,38
439,2485.6,9378.8,61
440,2485.6,9378.8,61
441,2486.8,3493,13
442,2486.8,3493,13
443,2497.4,1304.6,217
444,2497.4,1304.6,217
445,2501.3,3562.2,13
446,2501.3,3562.2,13
447,2504.4,9332.4,61
448,2504.4,9332.4,61
449,2505.9,4704.3,38
450,2505.9,4704.3,38
451,2528.6,3520.3,13
452,2528.6,3520.3,13
453,2530.5,4638,38
454,2530.5,4638,38
455,2543.9,2239.4,122
456,2543.9,2239.4,122
457,2551.3,4683.4,38
458,2551.3,4683.4,38
459,2554.2,5047.8,163
460,2554.2,5047.8,163
461,2567.5,2195.3,122
462,2567.5,2195.3,122
463,2587.3,5010.2,163
464,2587.3,5010.2,163
465,2588,2262.9,122
466,2588,2262.9,122
467,2591.7,5080.8,163
468,2591.7,5080.8,163
469,2611.6,2218.8,122
470,2611.6,2218.8,122
471,2624.8,5043.3,163
472,2624.8,5043.3,163
473,2650.7,65.12,136
474,2650.7,65.12,136
475,2651.5,823.4,144
476,2651.5,823.4,144
477,2656,773.6,144
478,2656,773.6,144
479,2673.8,109.48,136
480,2673.8,109.48,136
481,2695.1,42.053,136
482,2695.1,42.053,136
483,2701.3,827.85,144
484,2701.3,827.85,144
485,2705.8,778.05,144
486,2705.8,778.05,144
487,2718.2,86.414,136
488,2718.2,86.414,136
489,2725,1488,213
490,2725,1488,213
491,2743,1534.7,213
492,2743,1534.7,213
493,2771.6,1470,213
494,2771.6,1470,213
495,2789.6,1516.6,213
496,2789.6,1516.6,213
497,2794.6,2424.5,37
498,2794.6,2424.5,37
499,2827.6,2387,37
500,2827.6,2387,37
501,2832.1,2457.5,37
502,2832.1,2457.5,37
503,2858.1,8797.2,230
504,2858.1,8797.2,230
505,2865.2,2420,37
506,2865.2,2420,37
507,2868.1,8846.1,230
508,2868.1,8846.1,230
509,2907.1,8787.1,230
510,2907.1,8787.1,230
511,2916.4,7599.3,248
512,2916.4,7599.3,248
513,2917.1,8836.1,230
514,2917.1,8836.1,230
515,2944.4,3598.3,17
516,2944.4,3598.3,17
517,2949.9,7636.4,248
518,2949.9,7636.4,248
519,2952.9,3647.6,17
520,2952.9,3647.6,17
521,2953.5,7565.8,248
522,2953.5,7565.8,248
523,2987,7602.9,248
524,2987,7602.9,248
525,2993.3,4368.4,215
526,2993.3,4368.4,215
527,2993.7,3589.9,17
528,2993.7,3589.9,17
529,2998.2,1783.4,22
530,2998.2,1783.4,22
531,2999,4732.6,2
532,2999,4732.6,2
533,3002.2,3639.2,17
534,3002.2,3639.2,17
535,3021.8,4409.5,215
536,3021.8,4409.5,215
537,3027.7,4691.7,2
538,3027.7,4691.7,2
539,3031.1,1821,22
540,3031.1,1821,22
541,3034.3,4339.8,215
542,3034.3,4339.8,215
543,3035.7,1750.4,22
544,3035.7,1750.4,22
545,3039.9,4761.3,2
546,3039.9,4761.3,2
547,3056.2,7584,204
548,3056.2,7584,204
549,3062.9,4380.9,215
550,3062.9,4380.9,215
551,3063.7,6444.9,46
552,3063.7,6444.9,46
553,3066.6,6494.8,46
554,3066.6,6494.8,46
555,3068.6,4720.4,2
556,3068.6,4720.4,2
557,3068.7,1788,22
558,3068.7,1788,22
559,3075.5,7537.9,204
560,3075.5,7537.9,204
561,3088.4,6733.6,141
562,3088.4,6733.6,141
563,3102.3,7603.3,204
564,3102.3,7603.3,204
565,3104.1,6686.2,141
566,3104.1,6686.2,141
567,3113.6,6442,46
568,3113.6,6442,46
569,3116.5,6492,46
570,3116.5,6492,46
571,3121.6,7557.2,204
572,3121.6,7557.2,204
573,3131.8,1271.3,24
574,3131.8,1271.3,24
575,3135.8,6749.4,141
576,3135.8,6749.4,141
577,3136.3,1321.1,24
578,3136.3,1321.1,24
579,3150.3,1342.4,69
580,3150.3,1342.4,69
581,3151.6,6701.9,141
582,3151.6,6701.9,141
583,3177.8,1300.7,69
584,3177.8,1300.7,69
585,3181.6,1266.9,24
586,3181.6,1266.9,24
587,3185,4216.9,207
588,3185,4216.9,207
589,3186.1,1316.7,24
590,3186.1,1316.7,24
591,3192,1370,69
592,3192,1370,69
593,3208.3,4261.1,207
594,3208.3,4261.1,207
595,3219.5,1328.2,69
596,3219.5,1328.2,69
597,3229.2,4193.6,207
598,3229.2,4193.6,207
599,3251.2,5336.1,117
600,3251.2,5336.1,117
601,3252.5,4237.8,207
602,3252.5,4237.8,207
603,3268.1,8453.7,161
604,3268.1,8453.7,161
605,3283.2,5297.6,117
606,3283.2,5297.6,117
607,3289.7,5368,117
608,3289.7,5368,117
609,3301.8,8490.7,161
610,3301.8,8490.7,161
611,3305.1,8420,161
612,3305.1,8420,161
613,3321.6,5329.6,117
614,3321.6,5329.6,117
615,3338.8,8457,161
616,3338.8,8457,161
617,3391.1,3870.6,77
618,3391.1,3870.6,77
619,3400.2,3000.2,231
620,3400.2,3000.2,231
621,3403.6,3919.1,77
622,3403.6,3919.1,77
623,3407.1,322.81,73
624,3407.1,322.81,73
625,3413.3,3074.1,58
626,3413.3,3074.1,58
627,3415.1,2952.5,231
628,3415.1,2952.5,231
629,3426.3,3025.8,58
630,3426.3,3025.8,58
631,3428.8,367.88,73
632,3428.8,367.88,73
633,3439.6,3858.2,77
634,3439.6,3858.2,77
635,3448,3015.1,231
636,3448,3015.1,231
637,3452,3906.6,77
638,3452,3906.6,77
639,3452.2,301.15,73
640,3452.2,301.15,73
641,3461.6,3087.1,58
642,3461.6,3087.1,58
643,3462.8,2967.3,231
644,3462.8,2967.3,231
645,3473.8,346.22,73
646,3473.8,346.22,73
647,3474.6,3038.8,58
648,3474.6,3038.8,58
649,3486.8,7209.2,123
650,3486.8,7209.2,123
651,3489.5,7259.1,123
652,3489.5,7259.1,123
653,3515.2,5117.4,191
654,3515.2,5117.4,191
655,3535.3,2983.8,35
656,3535.3,2983.8,35
657,3536.7,7206.5,123
658,3536.7,7206.5,123
659,3539.4,7256.5,123
660,3539.4,7256.5,123
661,3544.5,5158,191
662,3544.5,5158,191
663,3552.3,3030.8,35
664,3552.3,3030.8,35
665,3555.1,1095.1,172
666,3555.1,1095.1,172
667,3555.7,5088.1,191
668,3555.7,5088.1,191
669,3582.4,2966.9,35
670,3582.4,2966.9,35
671,3583.1,1136.5,172
672,3583.1,1136.5,172
673,3585,5128.6,191
674,3585,5128.6,191
675,3596.5,1067.1,172
676,3596.5,1067.1,172
677,3599.3,3013.9,35
678,3599.3,3013.9,35
679,3624.5,1108.4,172
680,3624.5,1108.4,172
681,3624.8,3801.3,186
682,3624.8,3801.3,186
683,3625.3,3851.3,186
684,3625.3,3851.3,186
685,3631.6,2585.3,178
686,3631.6,2585.3,178
687,3647.1,2632.8,178
688,3647.1,2632.8,178
689,3674.8,3800.8,186
690,3674.8,3800.8,186
691,3675.2,6362.6,232
692,3675.2,6362.6,232
693,3675.3,3850.8,186
694,3675.3,3850.8,186
695,3679.1,2569.8,178
696,3679.1,2569.8,178
697,3679.4,2083,202
698,3679.4,2083,202
699,3689,4688.7,137
700,3689,4688.7,137
701,3694.7,2617.3,178
702,3694.7,2617.3,178
703,3699,6318.6,232
704,3699,6318.6,232
705,3705,2040.1,202
706,3705,2040.1,202
707,3715,4646,137
708,3715,4646,137
709,3719.2,6386.3,232
710,3719.2,6386.3,232
711,3722.3,2108.6,202
712,3722.3,2108.6,202
713,3731.6,4714.8,137
714,3731.6,4714.8,137
715,3743,6342.4,232
716,3743,6342.4,232
717,3747.9,2065.7,202
718,3747.9,2065.7,202
719,3757.7,4672.1,137
720,3757.7,4672.1,137
721,3770.8,7707.2,99
722,3770.8,7707.2,99
723,3775.7,7756.9,99
724,3775.7,7756.9,99
725,3816.2,7329.7,160
726,3816.2,7329.7,160
727,3820.6,7702.3,99
728,3820.6,7702.3,99
729,3824.4,2965.6,155
730,3824.4,2965.6,155
731,3825.4,7752.1,99
732,3825.4,7752.1,99
733,3832.5,3014.9,155
734,3832.5,3014.9,155
735,3840.2,7373.6,160
736,3840.2,7373.6,160
737,3845.3,7902.4,209
738,3845.3,7902.4,209
739,3860.1,7305.7,160
740,3860.1,7305.7,160
741,3861.7,7949.6,209
742,3861.7,7949.6,209
743,3873.8,2957.5,155
744,3873.8,2957.5,155
745,3881.8,3006.9,155
746,3881.8,3006.9,155
747,3884.1,7349.5,160
748,3884.1,7349.5,160
749,3892.5,7885.9,209
750,3892.5,7885.9,209
751,3900,8955.2,208
752,3900,8955.2,208
753,3908.9,7933.1,209
754,3908.9,7933.1,209
755,3919.7,8909.2,208
756,3919.7,8909.2,208
757,3946,8974.8,208
758,3946,8974.8,208
759,3965.6,8928.8,208
760,3965.6,8928.8,208
761,4040.1,10107,175
762,4040.1,10107,175
763,4052.3,10058,175
764,4052.3,10058,175
765,4063.6,6873,80
766,4063.6,6873,80
767,4073.2,6922.1,80
768,4073.2,6922.1,80
769,4088.6,10119,175
770,4088.6,10119,175
771,4100.8,10070,175
772,4100.8,10070,175
773,4112.6,6863.4,80
774,4112.6,6863.4,80
775,4114.6,4051.4,133
776,4114.6,4051.4,133
777,4122.3,6912.5,80
778,4122.3,6912.5,80
779,4122.9,4100.7,133
780,4122.9,4100.7,133
781,4163.9,4043.1,133
782,4163.9,4043.1,133
783,4172.2,4092.4,133
784,4172.2,4092.4,133
785,4186.8,5081,142
786,4186.8,5081,142
787,4199.5,5129.3,142
788,4199.5,5129.3,142
789,4235.1,5068.3,142
790,4235.1,5068.3,142
791,4247.9,5116.6,142
792,4247.9,5116.6,142
793,4255.6,4223,87
794,4255.6,4223,87
795,4276.2,4514.8,64
796,4276.2,4514.8,64
797,4282.4,1524.8,152
798,4282.4,1524.8,152
799,4289,4260.2,87
800,4289,4260.2,87
801,4292.8,4189.6,87
802,4292.8,4189.6,87
803,4307.4,4475.7,64
804,4307.4,4475.7,64
805,4312.1,1484.5,152
806,4312.1,1484.5,152
807,4315.2,4546,64
808,4315.2,4546,64
809,4322.7,1554.5,152
810,4322.7,1554.5,152
811,4326.2,4226.8,87
812,4326.2,4226.8,87
813,4343.7,6883.5,240
814,4343.7,6883.5,240
815,4346.4,4506.9,64
816,4346.4,4506.9,64
817,4352.3,1514.2,152
818,4352.3,1514.2,152
819,4359.4,6836,240
820,4359.4,6836,240
821,4377.7,1973.8,199
822,4377.7,1973.8,199
823,4388.2,2022.7,199
824,4388.2,2022.7,199
825,4391.2,6899.2,240
826,4391.2,6899.2,240
827,4395.3,1307.1,102
828,4395.3,1307.1,102
829,4406.8,6851.7,240
830,4406.8,6851.7,240
831,4413.1,9413.9,189
832,4413.1,9413.9,189
833,4414.9,9364,189
834,4414.9,9364,189
835,4426.5,1268,102
836,4426.5,1268,102
837,4426.6,1963.3,199
838,4426.6,1963.3,199
839,4434.4,1338.3,102
840,4434.4,1338.3,102
841,4437.1,2012.2,199
842,4437.1,2012.2,199
843,4457,592.02,45
844,4457,592.02,45
845,4463.1,9415.7,189
846,4463.1,9415.7,189
847,4464.9,9365.7,189
848,4464.9,9365.7,189
849,4465.6,1299.2,102
850,4465.6,1299.2,102
851,4486.8,551.87,45
852,4486.8,551.87,45
853,4497.1,621.81,45
854,4497.1,621.81,45
855,4520.2,5676.2,32
856,4520.2,5676.2,32
857,4526.9,581.66,45
858,4526.9,581.66,45
859,4531.6,8586.2,30
860,4531.6,8586.2,30
861,4532.7,8636.2,30
862,4532.7,8636.2,30
863,4539.1,5722.5,32
864,4539.1,5722.5,32
865,4549.3,5633.5,195
866,4549.3,5633.5,195
867,4566.5,5657.3,32
868,4566.5,5657.3,32
869,4578,5674.5,195
870,4578,5674.5,195
871,4581.6,8585.1,30
872,4581.6,8585.1,30
873,4582.7,8635.1,30
874,4582.7,8635.1,30
875,4585.4,5703.6,32
876,4585.4,5703.6,32
877,4590.3,5604.9,195
878,4590.3,5604.9,195
879,4619,5645.8,195
880,4619,5645.8,195
881,4681.4,6666.9,25
882,4681.4,6666.9,25
883,4707.1,6624,25
884,4707.1,6624,25
885,4720.5,1551.2,179
886,4720.5,1551.2,179
887,4724.3,6692.6,25
888,4724.3,6692.6,25
889,4739.4,660.08,145
890,4739.4,660.08,145
891,4746,7876.4,235
892,4746,7876.4,235
893,4747.6,7926.4,235
894,4747.6,7926.4,235
895,4748.7,1509.9,179
896,4748.7,1509.9,179
897,4750,6649.8,25
898,4750,6649.8,25
899,4757,706.88,145
900,4757,706.88,145
901,4761.8,1579.3,179
902,4761.8,1579.3,179
903,4786.2,642.47,145
904,4786.2,642.47,145
905,4790,1538,179
906,4790,1538,179
907,4795.9,7874.8,235
908,4795.9,7874.8,235
909,4797.6,7924.7,235
910,4797.6,7924.7,235
911,4803.8,689.27,145
912,4803.8,689.27,145
913,5018.8,2887.8,214
914,5018.8,2887.8,214
915,5021.7,2837.9,214
916,5021.7,2837.9,214
917,5068.8,2890.6,214
918,5068.8,2890.6,214
919,5071.6,2840.7,214
920,5071.6,2840.7,214
921,5088.4,9306.1,116
922,5088.4,9306.1,116
923,5093.4,9355.8,116
924,5093.4,9355.8,116
925,5111.7,8470.5,120
926,5111.7,8470.5,120
927,5125.4,8518.6,120
928,5125.4,8518.6,120
929,5138.1,9301,116
930,5138.1,9301,116
931,5143.2,9350.7,116
932,5143.2,9350.7,116
933,5143.7,2351.3,239
934,5143.7,2351.3,239
935,5159.8,8456.8,120
936,5159.8,8456.8,120
937,5160.9,2398.3,239
938,5160.9,2398.3,239
939,5173.5,8504.8,120
940,5173.5,8504.8,120
941,5190.7,2334.2,239
942,5190.7,2334.2,239
943,5207.9,2381.1,239
944,5207.9,2381.1,239
945,5223.4,7184.1,21
946,5223.4,7184.1,21
947,5237.1,3023.1,63
948,5237.1,3023.1,63
949,5239.1,3997.1,26
950,5239.1,3997.1,26
951,5242.7,7138,21
952,5242.7,7138,21
953,5247.4,4046.4,26
954,5247.4,4046.4,26
955,5251.6,9495.3,156
956,5251.6,9495.3,156
957,5260.4,9446.1,156
958,5260.4,9446.1,156
959,5267,2983,63
960,5267,2983,63
961,5269.5,7203.4,21
962,5269.5,7203.4,21
963,5277.2,3052.9,63
964,5277.2,3052.9,63
965,5288.3,3988.7,26
966,5288.3,3988.7,26
967,5288.8,7157.3,21
968,5288.8,7157.3,21
969,5296.7,4038,26
970,5296.7,4038,26
971,5300.8,9504.1,156
972,5300.8,9504.1,156
973,5307.1,3012.8,63
974,5307.1,3012.8,63
975,5309.6,9454.9,156
976,5309.6,9454.9,156
977,5360.3,8359,91
978,5360.3,8359,91
979,5365.7,955.88,20
980,5365.7,955.88,20
981,5377.5,8405.9,91
982,5377.5,8405.9,91
983,5394.5,996.81,20
984,5394.5,996.81,20
985,5399.8,5797.1,194
986,5399.8,5797.1,194
987,5402.9,5747.2,194
988,5402.9,5747.2,194
989,5406.7,927.16,20
990,5406.7,927.16,20
991,5407.2,8341.7,91
992,5407.2,8341.7,91
993,5424.5,8388.6,91
994,5424.5,8388.6,91
995,5431.4,4539.9,243
996,5431.4,4539.9,243
997,5435.4,968.09,20
998,5435.4,968.09,20
999,5436.6,4721.1,158
1000,5436.6,4721.1,158
1001,5449.5,4586.5,243
1002,5449.5,4586.5,243
1003,5449.7,5800.2,194
1004,5449.7,5800.2,194
1005,5452.8,5750.3,194
1006,5452.8,5750.3,194
1007,5468.9,4682.9,158
1008,5468.9,4682.9,158
1009,5474.8,4753.4,158
1010,5474.8,4753.4,158
1011,5477.9,4521.7,243
1012,5477.9,4521.7,243
1013,5496.1,4568.3,243
1014,5496.1,4568.3,243
1015,5507.1,4715.2,158
1016,5507.1,4715.2,158
1017,5510.1,2570.2,170
1018,5510.1,2570.2,170
1019,5532.7,2525.6,170
1020,5532.7,2525.6,170
1021,5542.9,3428.7,97
1022,5542.9,3428.7,97
1023,5550.6,5540.2,62
1024,5550.6,5540.2,62
1025,5553.6,3477.6,97
1026,5553.6,3477.6,97
1027,5554.7,2592.8,170
1028,5554.7,2592.8,170
1029,5577.3,2548.3,170
1030,5577.3,2548.3,170
1031,5579.3,5499.2,62
1032,5579.3,5499.2,62
1033,5591.6,5568.8,62
1034,5591.6,5568.8,62
1035,5591.7,3418,97
1036,5591.7,3418,97
1037,5599.5,5862.4,53
1038,5599.5,5862.4,53
1039,5602.4,3466.8,97
1040,5602.4,3466.8,97
1041,5608.6,5911.6,53
1042,5608.6,5911.6,53
