label_ID,oligomer_ID,framenum,x_nm,y_nm
21,34,3944,10.983,4918.3
21,34,3955,-4.509,4922.4
21,34,3956,3.7465,4928.3
21,34,3957,11.333,4942.8
21,34,3969,-13.039,4894.5
21,34,3971,-1.7667,4917.5
22,34,2494,13.42,4918.6
22,34,2495,-1.5758,4900.9
22,34,2499,0.20608,4924.2
22,34,2500,17.524,4940.7
22,34,2507,-3.8563,4924.3
22,34,2508,-11.745,4934.7
22,34,2509,-6.0053,4917.6
22,34,2537,-11.224,4935.1
22,34,2551,-2.1779,4920.6
22,34,2552,-10.279,4932.3
22,34,2568,14.489,4931.7
22,34,2588,3.1037,4923
22,34,2589,-12.164,4932.4
22,34,2590,-0.85179,4924.9
23,34,3378,11.51,4903
23,34,3379,13.444,4861.3
23,34,3428,23.676,4888.9
23,34,3429,24.522,4878.5
23,34,3433,36.585,4874.8
23,34,3434,-1.7913,4866.9
23,34,3435,19.075,4891.1
23,34,3445,26.272,4887.8
23,34,3477,28.961,4873.7
23,34,3492,37.467,4898.1
23,34,3496,27.175,4870.8
23,34,3497,13.283,4903.8
23,34,3498,38.611,4881.7
23,34,3528,14.595,4874.6
23,34,3529,24.015,4879.4
23,34,3530,21.528,4885.1
23,34,3531,12.497,4890.6
23,34,3532,22.7,4881.8
23,34,3533,20.322,4892.7
23,34,3540,35.613,4881.4
23,34,3541,26.576,4877.9
23,34,3555,19.872,4873.6
24,34,6334,8.8854,4878.3
24,34,6338,31.761,4879.7
24,34,6339,31.002,4870.7
24,34,6340,33.822,4870.1
24,34,6354,34.014,4874.6
24,34,6372,29.675,4873
24,34,6373,13.199,4877.3
24,34,6374,33.628,4879.5
24,34,6377,20.156,4885.8
24,34,6383,26.994,4876.4
24,34,6400,32.233,4893.3
24,34,6405,10.851,4889.3
24,34,6406,19.839,4898.1
24,34,6408,45.833,4871
24,34,6409,10.121,4869.2
24,34,6415,33.579,4891.3
24,34,6423,22.992,4887.9
24,34,6424,21.524,4881.4
24,34,6425,24.259,4866.6
24,34,6426,16.822,4886.4
24,34,6427,15.995,4876.5
24,34,6428,0.49616,4897.8
24,34,6429,24.385,4895.8
24,34,6439,33.811,4879.2
24,34,6440,19.876,4880.7
24,34,6453,9.587,4889.4
24,34,6466,32.062,4877.5
24,34,6467,26.84,4878.4
24,34,6468,6.9066,4869.6
24,34,6469,26.088,4881.3
24,34,6484,32.638,4865.9
24,34,6485,38.44,4876.7
24,34,6505,35.198,4880.2
24,34,6506,26.496,4893.5
24,34,6509,13.744,4877.4
25,27,1278,54.024,3442.8
25,27,1291,51.702,3436.3
25,27,1292,56.012,3442.7
25,27,1307,52.567,3465.2
25,27,1308,47.452,3468.8
25,27,1309,45.428,3459.3
25,27,1310,53.062,3459.9
25,27,1316,48.806,3440.5
26,27,6554,43.508,3453.7
26,27,6555,43.145,3459.2
26,27,6561,48.317,3461.4
26,27,6562,65.34,3423.5
26,27,6572,46.487,3441.9
26,27,6575,65.935,3461.4
26,27,6576,38.702,3454.9
26,27,6577,33.532,3451.7
26,27,6580,58.663,3437.1
26,27,6608,52.323,3449.2
26,27,6609,62.526,3434.7
26,27,6615,63.647,3450.7
26,27,6616,56.423,3455.8
26,27,6619,67.959,3447.1
26,27,6620,57.285,3453.4
26,27,6648,50.247,3445.7
26,27,6655,58.032,3458.2
26,27,6656,48.549,3461.4
26,27,6657,72.383,3436.2
26,27,6662,51.002,3461.9
26,27,6663,59.97,3441.5
26,27,6688,58.225,3474.4
26,27,6689,35.273,3477.3
26,27,6691,63.476,3466.9
26,27,6692,48.841,3454.2
26,27,6693,57.396,3458.7
26,27,6694,55.727,3449.4
26,27,6700,51.534,3450.4
26,27,6707,46.024,3465.4
26,27,6708,47.707,3470.2
26,27,6709,54.533,3437.8
26,27,6710,60.326,3441.7
26,27,6711,59.303,3455.7
26,27,6715,58.378,3463.7
26,27,6716,57.723,3458.4
26,27,6717,49.267,3449.8
26,27,6719,57.442,3452.6
26,27,6720,55.492,3441.2
26,27,6722,66.67,3456.2
26,27,6727,60.525,3444.4
27,27,7884,67.274,3385.6
27,27,7885,71.454,3397.7
27,27,7904,81.553,3383.8
27,27,7905,78.152,3400.7
27,27,7912,75.115,3404.5
27,27,7913,85.2,3421.2
27,27,7925,86.658,3397.5
27,27,7926,91.254,3394.5
27,27,7927,57.35,3420.5
27,27,7928,78.883,3399.4
27,27,7934,81.197,3414.5
27,27,7935,59.318,3401.9
27,27,7936,57.478,3430.9
27,27,7952,69.041,3396.2
27,27,7953,65.486,3426.2
27,27,7954,78.135,3417.9
27,27,7957,82.479,3409.4
28,27,1653,89.149,3395.8
28,27,1654,72.936,3407.4
28,27,1677,78.152,3415.6
28,27,1678,68.652,3409.2
28,27,1683,80.997,3416.8
28,27,1689,79.839,3398
28,27,1690,86.727,3401.5
28,27,1691,75.428,3395.2
29,27,6665,108.5,3471.3
29,27,6666,103.41,3470.5
29,27,6667,102.5,3469.8
30,27,7764,120.15,3476.3
30,27,7765,96.591,3489.6
30,27,7766,127.67,3486.6
30,27,7767,94.837,3484.9
30,27,7769,94.209,3487.2
30,27,7770,109.04,3482.4
30,27,7781,94.949,3480.7
30,27,7782,93.158,3479
30,27,7783,98.05,3470.1
30,27,7793,102.25,3487.1
30,27,7794,102.44,3487.9
30,27,7795,97.703,3489.3
30,27,7802,102.62,3508.5
30,27,7809,108.71,3474.2
30,27,7810,109.25,3465.2
30,27,7816,104.16,3466.1
30,27,7823,70.438,3461.4
30,27,7824,107.17,3485.1
30,27,7825,105.58,3486.5
30,27,7831,96.422,3468
30,27,7832,103.96,3467.6
30,27,7842,119.63,3478
30,27,7843,91.808,3471.1
30,27,7844,93.341,3499.8
30,27,7853,105.64,3477.5
30,27,7854,98.983,3484.9
30,27,7880,94.378,3486
30,27,7881,102.51,3482.6
30,27,7892,103.8,3478.2
30,27,7899,110.26,3467.3
30,27,7903,83.809,3466.3
30,27,7904,117.26,3462
30,27,7906,108.17,3477.8
30,27,7907,97.391,3462.6
30,27,7908,90.537,3482.4
30,27,7909,94.699,3448.8
30,27,7914,99.258,3462.9
30,27,7915,93.038,3476.8
30,27,7933,116.09,3488.6
30,27,7935,108.73,3473.4
30,27,7937,80.972,3494.9
30,27,7938,102.02,3462.4
30,27,7939,111.11,3482.4
30,27,7940,78.662,3497.8
31,220,5008,96.582,9771.3
31,220,5009,95.241,9763.3
31,220,5010,121.65,9763.8
31,220,5011,118.9,9738.5
31,220,5012,107.4,9734.5
31,220,5030,102.22,9765.7
31,220,5031,100.5,9766.3
31,220,5032,94.506,9754.1
31,220,5033,117.07,9756.1
31,220,5062,114.15,9779.5
31,220,5063,105.88,9752.3
31,220,5064,104.16,9755.6
31,220,5066,97.97,9772.2
31,220,5067,93.788,9753.3
31,220,5068,101.1,9759.7
31,220,5077,113.29,9787.2
31,220,5078,115.41,9776.3
31,220,5091,108.59,9768.7
31,220,5092,114.51,9746.1
31,220,5094,103.92,9764.6
31,220,5095,115.67,9767.3
31,220,5101,94.584,9767.8
31,220,5102,131.69,9752.4
31,220,5105,113.43,9770.6
31,220,5123,100,9741
31,220,5128,107.89,9766
31,220,5129,102.43,9754.7
31,220,5140,115.5,9766.7
31,220,5141,126.63,9758
31,220,5142,109.22,9769.6
31,220,5143,116.15,9772.2
31,220,5153,99.298,9766.2
31,220,5173,104.12,9780.3
31,220,5174,106.84,9752.9
31,220,5175,92.648,9768.1
31,220,5176,114.71,9775
31,220,5183,108.86,9760.7
31,220,5184,111.79,9775.3
31,220,5186,127.91,9763.4
31,220,5190,110.67,9772.2
31,220,5191,110.71,9772.8
31,220,5199,91.981,9775.4
31,220,5200,107.88,9757.1
31,220,5220,94.946,9771.7
31,220,5221,115.66,9778.2
31,220,5222,101.75,9750.9
31,220,5223,111.99,9760.2
31,220,5224,107.62,9769.7
31,220,5225,123.97,9765
31,220,5245,88.766,9766
31,220,5246,136.94,9753.8
32,220,7488,100.47,9756.7
32,220,7489,96.597,9764.9
32,220,7493,94.491,9758.4
32,220,7500,124.2,9779
32,220,7511,91.505,9777.6
32,220,7529,90.896,9762
32,220,7530,115.76,9774.3
32,220,7531,109.12,9765.1
32,220,7555,112.19,9768.5
32,220,7556,105.69,9775.8
32,220,7557,99.587,9758.6
32,220,7570,92.894,9768.2
32,220,7571,99.044,9768
32,220,7572,116.33,9758.9
32,220,7573,96.272,9763.3
32,220,7612,112.93,9773.4
32,220,7613,111.84,9767.7
32,220,7618,102.32,9756.4
32,220,7619,104.08,9763.4
32,220,7628,97.431,9753.9
32,220,7629,98.291,9764.1
32,220,7630,110.37,9754.1
33,220,1781,99.854,9814.3
33,220,1782,117.69,9819.5
33,220,1783,113.3,9802.4
33,220,1784,113.7,9830.7
33,220,1791,96.236,9803.9
33,220,1792,110.94,9793.9
33,220,1806,94.304,9829.6
34,220,9706,118.02,9804.4
34,220,9707,110.94,9808.9
34,220,9708,116.75,9816.2
34,220,9731,113.66,9830.8
34,220,9732,105.43,9814.1
34,220,9733,109.63,9801.9
34,220,9734,117.52,9808.1
34,220,9745,115.02,9815
34,220,9746,120.93,9818.5
34,220,9771,103.25,9795.5
34,220,9772,111.59,9805.9
34,220,9777,114.65,9807.3
34,220,9782,130.36,9815.2
34,220,9783,107.29,9814.7
34,220,9784,115.01,9820.4
34,220,9785,120.79,9803.7
34,220,9806,114.56,9816.2
34,220,9807,134.73,9831.3
34,220,9808,106,9822.6
34,220,9811,126.38,9800.9
34,220,9831,120.34,9805.5
34,220,9832,117.05,9814.6
34,220,9833,115.13,9820.8
34,220,9842,107.63,9806.7
34,220,9843,120.72,9821.8
34,220,9869,120.97,9826
34,220,9880,98.741,9813.1
34,220,9917,121.22,9799.7
34,220,9918,123.89,9815.4
34,220,9927,110.3,9827.9
34,220,9928,130.26,9803.2
34,220,9929,104.18,9814.2
34,220,9944,125.64,9806.4
34,220,9945,116.22,9809.9
34,220,9949,128.38,9827.7
34,220,9950,118.04,9805.6
34,220,9951,109.27,9827.4
34,220,9967,116.66,9821.1
34,220,9968,115.6,9812.8
34,220,9974,120.5,9814.5
34,220,9975,123.83,9817.7
34,220,9976,112.23,9807.3
34,220,9999,118.6,9802
34,220,10000,112.64,9817.6
34,220,10001,113.27,9827.8
34,220,10015,131.28,9811.9
35,27,3829,121.14,3425.4
35,27,3830,135.01,3422.3
35,27,3837,131.72,3448.6
35,27,3838,137.02,3407.4
35,27,3839,127.97,3444.4
35,27,3840,110.64,3417.5
35,27,3842,135.78,3432.7
35,27,3843,117.59,3421.5
35,27,3847,117.79,3433.2
35,27,3859,104.69,3436.1
35,27,3860,117.63,3427.1
35,27,3861,126.48,3440.7
35,27,3862,126.73,3418.6
35,27,3863,115.29,3440
35,27,3865,103,3428.2
35,27,3868,125.55,3417
35,27,3869,117.27,3427.9
35,27,3877,111.96,3424.4
35,27,3883,141.37,3420.9
35,27,3884,135.21,3434.9
35,27,3893,113.78,3437.5
35,27,3894,129.29,3417.5
35,27,3917,124.75,3421.9
35,27,3918,138.1,3431.5
35,27,3919,137.94,3414.2
35,27,3922,111.6,3410.2
35,27,3925,134.49,3431.9
35,27,3926,128.03,3427.2
35,27,3939,114.94,3427.2
35,27,3940,121.3,3398.2
35,27,3962,124.98,3427
35,27,3963,124.35,3417.4
35,27,3964,119.95,3434.6
35,27,3965,114.65,3435.7
35,27,3976,133.24,3420.5
36,27,4652,123.01,3429.6
36,27,4659,119.2,3413.3
36,27,4660,113.88,3411.3
36,27,4661,126.05,3444
36,27,4662,143.94,3428
36,27,4678,135.31,3435.3
36,27,4683,104.83,3432.4
36,27,4684,110.97,3431.9
36,27,4691,125.91,3434.5
36,27,4695,131.85,3424.4
36,27,4696,112.35,3426
37,220,6182,148.53,9754.9
37,220,6183,154.06,9760.8
37,220,6184,141.01,9752.6
37,220,6185,151.9,9750.3
37,220,6200,146.58,9775
37,220,6206,154.05,9763.5
37,220,6213,145.32,9775.2
37,220,6255,152.6,9723.7
37,220,6256,150.29,9754.9
37,220,6265,154.3,9735.7
37,220,6266,157.45,9759.7
37,220,6271,137.88,9736.5
37,220,6272,174.02,9771.2
37,220,6273,147.77,9752.9
37,220,6283,142.45,9746
37,220,6284,143.04,9765
37,220,6285,148.63,9759
37,220,6286,169.47,9755
37,220,6287,142.48,9742
37,220,6294,149.01,9734.4
37,220,6299,134.36,9769.8
37,220,6300,161.21,9750.3
37,220,6301,151.89,9779.4
37,220,6316,142.21,9749.1
37,220,6331,172.68,9757.8
37,220,6336,161.88,9754.8
37,220,6343,159.78,9756.3
37,220,6344,162.66,9754.9
37,220,6350,158.7,9749.8
37,220,6357,158.61,9751.2
37,220,6358,164.17,9750.4
37,220,6369,172.69,9762.3
37,220,6370,145.1,9752.5
38,220,1055,141.13,9751.4
38,220,1056,165.21,9742.5
38,220,1067,156.05,9756.2
38,220,1068,166.02,9755.8
38,220,1069,160.41,9751.2
38,220,1093,145.26,9757.8
38,220,1094,149.43,9773.4
38,220,1095,162.32,9732.2
39,220,5360,167.67,9808.7
39,220,5361,175.83,9779.7
39,220,5365,176.23,9792.7
39,220,5366,154.63,9797.4
39,220,5370,176.92,9804.8
39,220,5371,178.64,9798.7
39,220,5372,168.29,9801
39,220,5373,160.15,9800.6
39,220,5374,152.97,9815.5
39,220,5375,166.51,9808.5
39,220,5391,168.96,9793.7
39,220,5392,158.19,9806.4
39,220,5399,165.15,9802.6
39,220,5400,154.73,9773.6
39,220,5404,171.23,9809.2
39,220,5405,171.09,9781.5
39,220,5406,152.53,9797.4
39,220,5416,161.28,9807.1
39,220,5417,172.34,9806.3
39,220,5418,131.85,9820.3
39,220,5419,166.33,9801.6
39,220,5433,160.24,9815.9
39,220,5437,162.31,9793.2
39,220,5438,171.27,9808.5
39,220,5469,200.1,9804
39,220,5476,163.83,9806.7
39,220,5477,185.87,9804.8
39,220,5478,178.64,9804
40,220,7790,165.88,9788.2
40,220,7791,192.2,9792.7
40,220,7792,151.33,9793.3
40,220,7793,168.69,9808.9
40,220,7796,164.8,9815.6
40,220,7797,165.64,9802.3
40,220,7818,166.63,9797.9
40,220,7819,171.07,9817.7
40,220,7820,172.93,9806.6
40,220,7829,149.62,9823.8
40,220,7830,184.42,9800.5
40,220,7836,161.06,9805.8
40,220,7837,170.76,9800
40,220,7838,146.68,9790
